time_s,L Aud,R Aud,Striate,L DMN,Med DMN,Front DMN,R DMN,Occ post,Motor,R DLPFC,R Front pol,R Par,R Post Temp,Basal,L Par,L DLPFC,L Front pol,L IPS,R IPS,L LOC,Vis,R LOC,D ACC,V ACC,R A Ins,L STS,R STS,L TPJ,Broca,Sup Front S,R TPJ,R Pars Op,Cereb,Dors PCC,L Ins,Cing,R Ins,L Ant IPS,R Ant IPS
212.0,0.24385108,0.54545265,0.016457167,-1.5560441,-1.5205477,-0.6844193,0.23179807,0.37089851,-1.2804396,0.7641137,0.98587805,-0.8803936,0.58423686,-0.10310835,-0.44806525,1.1172104,-0.18909433,1.1102926,-0.15282868,1.5843056,1.6982423,1.3845578,-1.4372346,-0.08820331,-0.600556,0.4609138,0.43609175,0.67397773,1.1813259,1.2369393,0.9251831,1.0154479,1.5992316,0.68942523,1.1695092,0.2829237,0.8849199,0.8195269,0.26489845
214.0,0.82601154,0.27505967,-0.6894174,-0.9150914,-1.8506408,-0.7578008,-0.86899406,-0.21693967,-0.942734,-0.4480014,-0.6326302,-0.45763502,-0.44235367,-1.8381925,-0.40947947,0.23598073,-0.451795,0.024977958,-1.4955286,-0.038632516,0.42113525,0.13602982,0.61620843,0.5827454,-0.5907411,0.471412,1.0675212,-0.09950094,0.749596,-0.45793918,0.27585408,-0.48741263,0.0037761456,-0.88270384,0.60559255,0.8233964,0.48367158,0.08011365,0.13645066
216.0,1.1013995,1.1675689,1.1545496,-0.9170387,-0.28306955,0.1283373,-0.052043956,0.8144754,1.4064363,0.8864489,0.7444162,0.86866415,0.44819608,-0.14467996,0.013337368,0.08519506,0.55540746,0.6098953,0.047263518,0.9837523,1.617657,1.1928549,0.91736645,0.21755897,1.0842907,1.684303,1.7225763,-0.27299908,0.43028998,0.1056412,1.4672964,1.1219496,1.4443339,0.61548775,0.27192616,1.0609841,1.0751449,1.0017236,1.3223392
218.0,0.95019835,0.37421212,1.1733948,0.3105129,0.9056212,0.49342322,1.354234,0.99529284,0.07112264,-0.6195316,0.32370317,0.26165196,-0.14002745,-0.07203962,0.87097067,-0.71473646,0.72642404,0.54931307,0.9095881,0.88807905,1.3006998,1.0872803,0.23040129,-0.12362975,0.35729498,0.8376317,0.7815264,0.16626458,0.30707857,0.14725032,1.0178651,-0.14115581,1.3528553,2.4969263,-0.47473305,1.380708,-0.3412329,1.0458808,0.46390226
220.0,0.21876045,0.20464803,1.3340988,0.20369779,1.197612,0.10330911,0.9146372,1.0454819,1.9270244,0.4656683,0.30294123,0.05761989,1.1030673,2.2472715,1.3656125,0.7636955,1.3375446,1.4431976,1.9283122,1.195318,1.1358774,1.3490689,0.33610553,0.5316008,0.84529805,0.28022242,0.56460613,0.6604503,-0.9499929,0.7964371,0.15140025,0.80204916,1.7081225,1.2668855,0.17275457,0.87160444,0.28641322,1.4728718,1.7339001
222.0,0.63320875,0.3031005,-0.046645623,-0.13118243,0.065726936,0.43207934,-1.0333244,0.72616595,1.9135114,-0.47689053,-1.0302851,1.1119503,1.8096831,3.1589515,1.7868466,-0.1761574,1.0387222,-0.84876984,0.008555751,0.065700464,-0.88726217,0.24516158,0.7707295,1.6919934,1.5938936,1.1825829,1.344021,1.1473374,0.28582445,1.2761883,-0.37829036,1.4618248,0.5920996,0.47512376,2.4231315,0.78733504,1.139056,-0.44844207,0.32752103
224.0,-0.45295295,-0.97011495,-0.108940445,-0.8592272,-0.0552081,1.1117102,-0.9284969,1.2263808,2.0030158,1.2257332,-0.28157592,1.5927026,3.2728915,2.368835,0.3282677,1.1075939,0.65381974,-1.1816128,-0.27071437,-0.38860652,0.43702516,0.20686784,1.5225207,2.6528409,1.8145535,1.515432,1.6894133,1.5226632,1.1332468,2.212316,-0.71060544,1.4306585,1.453766,1.5247386,2.0539026,0.8085978,1.7306676,-2.757598,-0.36425278
226.0,-1.8554491,-2.37551,-0.6867931,-0.08712762,1.1294788,0.98713094,1.0730808,-0.058434296,-0.8211312,0.03880315,-1.6613837,0.5532558,0.7771499,0.1497454,0.87918276,0.9996458,0.3854202,-0.61237484,-0.58464366,0.1709886,-0.3742855,-0.33055255,1.3976865,1.5720114,0.88893586,0.32651326,0.23726246,1.7309735,1.0268875,1.5226625,0.5376404,0.7237645,-1.5640719,1.7081622,0.80374604,-0.52857774,0.9321123,-0.8331493,-0.86550313
228.0,0.1988859,-0.5167566,1.6233515,-0.7124173,-0.6509224,0.51226234,-0.7354919,0.6425936,-1.0505005,1.7116079,1.3811547,1.0667485,1.2811079,1.3599042,0.06371639,0.45460835,2.3265843,0.1852402,-1.4073082,0.5974353,1.0872512,0.47692364,0.9362366,0.9298021,1.8501912,0.27051353,0.13630888,1.2013472,1.0916294,0.094844244,1.5918305,0.97687304,-0.5398892,0.13026933,0.30587417,0.42644677,1.3768475,0.43660787,0.12109657
230.0,-1.0802729,0.14506903,-0.97534776,-0.6917692,-1.0314823,-1.9313163,1.1270947,0.649058,-2.0357618,0.555524,-0.18152247,-0.73813075,-1.4500686,-0.66503036,-1.2195321,0.0784194,0.27526364,0.5236374,-0.40861014,-0.20442976,0.61116034,0.15334898,0.69850785,-0.34476358,1.473202,-0.33692715,-0.5936909,-0.19908877,-0.8655155,0.88377887,1.0135369,-0.23780762,0.012928661,-0.5858718,0.5241368,1.2301502,0.691328,-1.0280695,-0.9157017
232.0,-0.8653045,-0.06237646,-0.03611004,-1.103043,-1.0079057,-0.12123885,-0.012087154,1.1005328,-0.2578276,0.77921766,0.45762175,0.13686275,-0.16267142,-0.00352032,-0.05077389,-1.0125262,0.97186494,-0.010824566,-0.104191676,1.6429874,1.5996176,1.273585,1.061987,0.1383569,1.7455169,1.7566735,1.1450847,0.15843157,-1.1043439,1.4619104,1.657898,0.36691403,0.77067596,-0.70258343,2.5240817,1.7328267,1.6114459,1.2028861,1.4688436
234.0,-0.42979634,0.77025056,-0.38204694,-1.740123,-0.99262464,-0.14965163,0.26585495,2.2995512,1.0680097,0.9126608,-0.08118369,0.57571125,1.1686425,0.25228572,-0.31509593,-1.5640819,-0.078730084,-0.58789563,0.65756696,1.610901,1.7648433,1.8640968,0.41169342,1.2642974,2.3342812,2.0734255,2.0829153,-0.87594527,-0.7599708,1.9796256,0.6877796,1.1897798,0.11462237,0.632131,1.2954783,2.127062,1.7194548,1.1849217,2.1358755
236.0,0.7500026,0.6568791,-0.56576794,-2.314817,-0.80541766,0.9153808,-2.2310982,2.4547155,1.0936592,1.206692,-0.08040848,1.2602621,1.3119997,0.2883123,1.3013116,0.2770619,0.7840145,-1.369458,-0.37558788,1.5141999,0.08022173,1.6224729,2.1977704,2.2737126,2.3720508,1.9856801,1.5556965,-0.0918415,1.0460178,2.82868,0.6196381,1.4250327,0.30082846,1.0209383,1.3359747,0.09005351,1.8966694,2.1359265,2.3795292
238.0,0.9626147,0.12327003,-0.72889405,-1.5905901,-1.3471661,1.1776005,-2.254785,1.3681886,2.2518156,0.8567052,0.44994408,1.0185132,0.39695314,0.99532014,1.2508942,0.816233,0.72721833,-1.4965148,-1.5775964,-0.002531723,-0.54829735,0.3709712,1.8980091,2.170858,1.371747,0.8037705,1.0443254,-0.45125166,0.87540543,1.5606679,0.06524796,0.58483493,-0.62003297,-0.83269733,1.8435806,-1.0010824,1.9032711,0.08558395,1.3957756
240.0,0.40603092,-0.3330538,0.41137713,-1.5768589,-1.3246963,0.47145894,-2.2658772,0.8543022,1.292637,-0.05512632,0.6805931,0.19936542,-0.10370729,1.0405023,0.075451694,0.2192851,0.9216925,1.0053617,-0.88506866,1.2229824,1.1329476,0.7231497,1.0006894,0.6010264,0.94958633,0.4737468,0.35557395,0.5740225,1.3977901,2.1696715,-0.07516208,1.4599087,0.75916106,-0.2935044,0.9690602,0.7046391,1.6662084,0.7566924,2.0822814
242.0,-0.38382375,0.46095783,0.43328092,-0.8551281,-1.7037916,-2.0958643,-1.3215038,0.17641069,1.0870992,-0.3330016,-0.74954635,-0.61100215,-0.3569284,1.0383902,-1.003052,-0.08488115,-0.44306487,0.624539,-0.61962867,-0.124759115,0.35704485,0.30878907,-0.5698144,-0.8051304,-0.35596058,0.019989338,0.3408287,0.24082862,-0.10626578,0.4361721,-0.5755126,0.42870155,-0.2817723,-0.92726344,0.069742285,1.8952452,1.0171479,-0.084653504,0.41765285
244.0,0.7169281,0.029904786,0.99023706,-0.48076195,-0.6681321,-0.2592493,-1.5866693,-0.62881994,1.5505415,-0.93865395,-1.0903497,-0.783347,0.13346104,0.7272844,0.84710777,0.91068673,-0.20865223,0.61290306,-0.048324257,-0.49759316,0.12666404,-0.5072335,-0.35914934,-0.0050440594,-0.13517018,0.27001056,0.83644277,1.5530701,1.1627272,2.0002477,0.3321648,0.6884122,1.6358534,0.17334394,0.7487401,1.3827335,0.6672472,1.4291914,0.46922368
246.0,1.6919287,1.002612,0.6731666,0.29098085,0.26591158,-0.40253878,0.18573995,0.3957409,1.4758214,0.123541474,-0.2484205,-0.42653334,0.39556396,0.6451848,0.07169412,0.66153723,-1.4554726,1.9406909,0.8610047,0.8731827,1.4809105,0.7409936,-0.06431746,0.18641724,-0.13481623,0.63260996,0.65494305,2.1490304,1.5260963,0.38102958,0.8309809,0.76184136,0.35735533,0.41501692,-0.94080645,1.2601438,-0.87023944,-0.09859607,0.2858807
248.0,1.2067248,1.0125916,1.0867862,0.52521795,0.64473534,0.11709353,0.71064585,0.66468775,0.51853037,-0.5541648,0.16280897,-1.0321264,0.19589783,0.70033437,0.04148026,-0.02040233,-1.1081171,2.5090628,2.3045096,1.8549538,2.7153127,0.913702,0.12868713,-0.46841186,-0.61691177,1.3174264,0.72989357,1.3710258,1.2956053,1.1688704,1.0449107,-1.349477,1.5551871,0.4031041,-0.9100838,1.7297475,-0.54786855,0.13304064,0.1884028
250.0,1.1244261,-0.40784854,1.2130734,0.16626349,1.5810965,0.13905168,0.9316682,0.42354843,0.57150936,-0.21819812,0.57792825,-0.9848002,-0.507827,-0.4096846,0.84968525,0.6471346,0.13432573,1.1399326,1.3758174,1.7082126,-0.031607844,0.5652235,0.28501958,-1.3589972,-0.8171431,-0.14726101,0.08639468,-0.6518233,-1.2351094,0.44114807,1.036318,-1.8443809,-0.1805767,2.1022797,-0.9784532,0.90365756,0.059935678,0.3485198,-0.5907343
252.0,0.4124764,-0.43151745,1.0034789,-0.72308594,0.9133455,-0.5974903,1.3381106,1.1060383,-0.55518925,-0.1052502,-0.34712481,-0.35809743,0.3847523,-1.8289233,0.93814385,-1.7252698,-0.42941874,-0.4370287,0.9172854,1.2973808,0.54030776,1.2660621,-0.18918937,-0.4536278,-0.721534,0.85208654,0.32436585,-1.7890971,0.021525433,-0.23008756,-0.6864792,-1.2146784,1.1220229,1.8598242,0.43643963,-0.013698833,0.06465068,0.21757078,-1.3855404
254.0,0.038049277,-0.5494533,-0.10610447,-0.50076205,-0.3237273,-0.42853105,0.5530794,1.7421541,0.118502885,0.17157099,0.2904817,0.38484505,0.6199121,-1.5623951,-0.32793415,-1.9471421,-1.0090454,-2.009293,-1.1742183,0.6543653,0.23775955,1.4235026,-0.07235826,-0.15225333,-0.61855054,1.5725384,0.862346,-1.224202,-0.14085752,-0.2581119,-1.004788,-0.47466704,-0.19473794,1.4075003,0.2725061,0.578152,-0.2636513,0.8354666,0.7947541
256.0,-0.34128112,-0.8625148,-0.44172794,0.5376906,0.41335505,1.2666867,1.3070779,0.8834185,0.550477,0.402778,-0.89657307,0.7065038,0.3917296,0.6699894,-1.242193,-0.1436126,-0.4041467,-0.022981128,-1.1207216,-0.37615383,1.2284656,0.72729564,0.32538286,0.16749494,0.45926657,0.8904506,0.8449832,0.14945741,-0.067351386,0.20198126,-0.38311782,-0.4297936,1.0161241,1.9487748,-1.5171491,-0.2912097,-0.54044026,-0.056696013,-0.324526
258.0,0.6969785,0.051955856,-1.2946332,1.0395094,0.98181003,0.6472794,1.8421574,0.06654251,0.6636316,0.6281898,-1.0762883,-1.0248376,-0.30630162,-0.53076667,-1.6659492,0.12447737,-1.3985937,1.2137581,0.8533979,0.005763869,-0.80045205,1.2323245,-0.62901485,-1.1312053,-0.49542627,0.3012788,-0.040900756,0.65437603,-1.3042291,-1.4778657,-0.28938046,-0.4485169,0.7154309,1.5590127,-0.13991319,-0.75625527,-1.003932,-0.16194107,-0.88210386
260.0,-0.010170649,-0.18130535,-0.6717378,1.3675913,0.9849434,1.5041825,1.9502331,-0.70962584,0.18195178,0.6977975,-0.20119947,-0.6444593,-0.27355388,0.027288724,-0.7771841,0.61169106,-1.2213501,-0.12542601,0.63449347,-1.0748118,-1.9569263,0.10019295,0.040290467,-0.3797113,0.285786,-0.60642886,-0.42350408,0.85876215,-0.47506532,1.2762002,-0.35793585,0.89673394,-0.09369897,2.082862,-0.9672553,-1.064269,-0.41968617,-0.9452099,-1.855774
262.0,-2.0422988,-1.100995,-1.1903838,0.64025193,0.29647365,0.3248593,1.5214258,-0.83185554,-0.20361926,0.6727206,-0.12685804,-0.50656235,-0.069660634,-0.7111913,-0.65250975,0.029438242,-1.2715315,-1.3797926,-0.037178963,-1.0785316,-0.9101408,-0.5147935,-0.6428119,-0.25432715,-0.2861765,-0.59067243,-0.142579,0.88591015,-0.5223953,-0.86946106,2.0085876,0.32574892,-0.051662955,0.4415296,-0.97380143,-1.6562568,-0.6606735,-0.6755998,-1.6039851
264.0,-2.0383828,-1.2242509,0.08714577,0.98762935,0.69144917,0.53600395,1.0869495,-1.0334864,0.14893413,0.7376032,0.5493124,0.44870034,1.0628958,0.1496748,-0.33436158,0.7171891,-0.14461367,-1.2689626,-0.5384169,-1.0357627,-0.8845163,-0.7911932,-0.4723764,-0.7466661,-0.01127171,-1.0699015,-0.7024251,0.059283376,-0.9658147,0.4670213,0.68680865,-0.2648027,-0.018745063,0.3848009,-1.2057197,-1.2911661,-0.7057708,-1.2224656,-1.8210822
266.0,-0.69038266,-1.2003418,0.07007711,0.46608955,0.1100678,0.038954377,1.096449,-0.83734316,0.89648575,0.7508625,0.42833784,0.33832577,0.8191293,0.24298123,-0.0033391465,0.27628464,-0.84175754,-0.69497234,-0.5166271,-0.36054552,-0.40249565,-0.36394054,-0.74727607,-0.6481525,0.006249307,-0.48559004,-0.19342372,-0.8278317,-0.2677609,-0.21139044,0.5186051,0.55447155,-0.23389174,-0.56571794,-0.40089172,-0.371533,-0.38450286,-0.2809455,-0.2061007
268.0,0.22697978,0.7465731,1.1200784,-0.0015920411,0.33362505,0.91019887,0.025044037,-0.9794644,-0.10415551,0.33170277,-0.33343732,0.11385045,1.709814,0.8932559,0.45166188,0.10935716,-0.56461275,0.2460518,0.4755411,0.10565769,-0.5270424,-0.39076906,-0.22260888,-0.557526,0.117701426,-0.09701008,-0.51605093,-1.7017251,0.15360911,0.082181714,0.050955728,0.4035137,0.08714448,-0.03935121,-0.6953241,-0.70279956,-0.5082284,-0.22007112,0.43728653
270.0,0.8162895,0.79316056,0.5243846,0.06858482,0.32149473,0.92471325,-0.36350882,-1.1332955,0.13007465,-0.9205738,0.5698676,-0.9306133,-1.1192405,0.06990953,-0.725681,-0.841057,-0.858701,1.3774574,1.9635103,0.49683172,-0.46057472,-0.24118496,0.026818445,-1.5669959,-1.1613624,0.98585075,-0.009983924,0.027245166,1.4396528,-1.0636307,0.26724458,1.2333058,0.4455452,-0.28936994,-0.95902544,-1.2731334,-1.2229921,0.34549895,0.5527359
272.0,1.9067107,1.3957851,0.16247416,0.037588693,-0.42051545,-0.908704,0.41962716,-0.27345815,0.27689663,-1.81827,0.34438583,-1.6671342,-0.79310375,0.5770154,-0.8901369,-1.1500127,-0.23004268,0.5763563,1.6409396,0.4410602,-0.5297074,0.23187426,0.25202012,-0.93526036,-1.2210219,1.4104251,1.1601983,0.07754664,1.8211359,-1.1922853,0.77545595,1.1734645,0.95443577,-0.5495936,-0.5148377,0.55457914,-0.1124639,0.41802332,0.0014216211
274.0,1.8188986,2.0781922,0.4141692,0.18826076,0.99362797,-1.0517032,1.2505491,0.71184874,2.0517936,-0.12437599,0.6031139,-1.0047286,0.20652682,-0.12562652,-1.184782,0.5822627,0.21177964,0.93366593,1.6525894,1.1230625,0.5880782,1.4157919,-0.3529568,-0.98306525,-1.1365474,0.13375308,-0.015792433,0.86494136,-0.11105457,-0.4757234,0.4829084,-0.1391616,0.032539938,0.8913596,-1.4961313,0.19242845,-0.7332796,0.7450209,-0.3049309
276.0,-0.10222254,-0.18403806,-1.0557888,1.5911516,1.174858,-0.34835643,1.864669,-0.016192181,-0.49227563,-0.36947274,-0.08704322,-0.42434204,0.074842684,-0.73989946,-1.068483,-0.7212276,0.209585,-0.27631384,-0.7546799,-0.08381849,-0.16480456,0.006560379,-0.8570891,-0.49406,-1.012082,-1.1746424,-1.3048326,0.78356016,-0.4088058,-0.8704101,-0.5667651,-1.2963808,0.12651339,-0.7655899,-1.756398,-1.3321886,-1.9451905,-1.5213128,-1.9714015
278.0,-0.0070395535,0.020611124,-0.93296933,1.4274291,2.6312215,1.0382696,1.8862945,-0.2582559,-0.5310122,1.3506571,-0.053936936,1.2425035,-0.59202504,-0.9264277,0.6308117,1.100772,-0.04195353,-0.39969972,-0.45160115,-0.14845674,-0.4585688,0.39649716,-0.10151122,-0.173526,-0.17378488,-2.0384195,-2.5344074,0.6769408,-2.53807,-1.6093417,-0.2129856,-1.5600489,-0.15125108,2.0093653,-1.5043492,-1.8459123,-1.2009981,-0.26425722,-0.5395846
280.0,1.2613888,1.7908127,-0.5387638,0.6975573,2.4261816,1.145585,2.5308123,0.001999566,-0.2926711,0.4574914,0.16405739,2.0333958,0.32388228,1.0662078,1.4207836,-0.7463592,0.12280227,-1.8001697,-0.14539836,-0.06172922,-0.4867777,-0.06697193,1.2401172,1.2540532,0.9597108,0.78405327,0.9848953,1.3057591,-0.079735525,0.8524379,0.8159674,-0.62437916,1.635298,1.3474797,1.2151656,0.9727288,0.8359905,-0.13943788,-0.9240268
282.0,0.34022582,0.40652725,-1.8152894,-0.48547843,1.6852404,1.8206855,0.46274662,0.9703346,2.02961,2.102278,1.9405642,1.9173721,2.4028013,1.5606904,1.3120632,1.1157241,2.0168548,-0.32388446,0.71806234,0.95174414,0.95271873,0.7853413,1.870938,1.706404,1.8693557,1.6988782,1.1589613,1.5442547,2.1562886,1.2464498,3.0217164,1.7117447,1.852818,1.3289067,1.3400261,-0.23384151,1.6389294,2.0489721,1.3504636
284.0,-1.0575335,-0.2999599,-1.6504582,1.3750222,0.3905005,1.9028964,1.3772649,-0.85881984,0.30201784,0.007499652,1.2748542,0.36727378,1.4494256,1.1068324,1.7591443,1.3661824,0.5893006,1.3296399,2.7869077,-0.34686399,-1.213139,0.017889712,0.33404177,-0.59791595,0.3207829,-1.209351,-1.1955432,-0.26812923,1.3923066,-0.12291225,0.25770646,1.0236472,-1.4327478,-0.39333978,-2.0697563,-0.72972286,-1.3163545,-0.7144256,-0.17760825
286.0,-0.85207224,-0.4960599,0.781629,0.6205778,-0.91026443,0.68083453,-1.1548194,-1.1504765,-0.32604623,-0.7587839,1.0781822,-1.1445692,1.3379,0.37246108,1.4155214,1.7036599,1.3915107,2.7158437,3.4981115,-0.18506947,0.008982598,0.3356246,-0.67836565,-1.431356,-1.2247355,-0.40836138,-0.41957575,-0.02174266,0.786833,-0.17307521,-1.227001,-0.44027928,1.2172924,-1.5319525,-1.5325513,0.25034004,-1.1198388,-0.9604053,0.22785555
288.0,-0.78464794,-0.6777414,-0.49869713,0.91657305,-1.0593759,-1.3957944,-0.3682658,0.0058586183,-1.4060163,-1.6326318,-0.08123548,-1.775609,0.036050335,-2.878588,0.2568944,0.52019346,-0.85592186,1.3588846,1.8983507,0.32768583,0.9451413,1.0953732,-2.3535404,-2.156483,-2.8796966,-1.7106863,-1.2545772,-0.2010478,0.3172845,-3.4292066,-1.1444726,-1.624468,-0.4809677,-0.3429046,-2.5688019,-1.014558,-2.7451236,-0.7360052,-1.1952028
290.0,0.060947645,0.41496673,0.69874954,-0.010259255,-1.0688587,-1.6798689,-1.2804824,-1.3243985,-0.22330208,-2.4497108,-0.2085009,-0.9390205,-2.0445814,-0.5457853,-0.87671304,-0.34843034,0.6352171,-0.5895003,-1.3659371,-0.706044,0.3115492,-1.1525344,-0.7403528,0.6194614,-0.3284875,-0.21073063,0.20822798,0.20963371,-0.5312001,-0.64711857,-1.2400371,-1.3198258,-0.7345308,-1.2132267,0.18984564,0.7529059,-0.045122195,-2.1982486,-1.8728533
292.0,1.2861912,0.7701027,-0.5832969,-0.6491659,-0.7210817,-2.1939943,-0.9587854,-0.42411208,0.5054459,-1.1565652,-1.0774359,-0.74936664,-2.449508,-0.16897018,-1.8537425,-1.0631748,-0.30813262,0.44176355,-1.9129919,-0.3982503,0.40082514,-1.0691125,0.6228072,0.7695203,-0.2185346,1.2888818,1.0315598,0.49186137,0.7510611,-1.2048703,0.8055489,-0.3388383,-0.9316159,-0.058042765,1.419281,1.2167834,1.0856086,-0.17123544,0.4033329
294.0,-0.5219553,-0.82403505,1.1778241,0.27831498,-0.42057624,-0.8492937,-0.020211956,-0.9665166,0.9804829,-0.10860742,-0.8147078,-0.575634,-0.6618532,0.96831334,-0.9833215,0.5202758,0.5379659,0.90873045,-0.62285995,-0.4034973,0.5933673,-1.0303193,1.2192662,0.9858035,0.2057977,-0.061124068,0.014394537,-0.25860676,-0.83874816,0.6889263,-0.51414806,-0.35879833,-0.7914452,-0.44452396,0.16741216,0.34371874,-0.29053244,-0.43917456,0.45060968
296.0,-1.7932863,-1.8421472,0.69118845,0.050549477,0.22550517,-0.1872013,-0.41268244,-0.23513031,0.087500684,0.2411685,-0.8296464,-0.37605476,-0.76826817,1.115418,-0.15025952,0.86912495,-0.6365439,0.48393434,-0.5529976,0.15474318,0.4203236,-0.28608578,-0.8850668,-1.0920594,-0.40422857,-2.0392718,-1.5199808,-0.32005635,-1.1024289,-0.8687257,-0.9270503,0.016631635,-0.5035627,0.45139667,-0.925223,-0.81581974,-1.336723,-0.15049934,1.358893
298.0,-2.4014616,-1.7180915,-0.7047065,-0.041416958,-0.5116758,-1.344008,-1.590909,-1.5345298,-2.2880821,-0.7582995,-1.07528,-0.6569781,-0.9098088,-1.6386601,-0.67554873,-0.07495898,-0.8160611,-1.4440179,-1.625665,-1.5770375,-1.2359229,-1.8451476,-2.400505,-1.2868673,-1.194667,-2.9172907,-2.0669427,-1.3675708,-2.3699164,-1.563619,-1.996482,-1.5033426,-1.4531871,-1.9555271,-0.11230461,-0.75473624,-1.2699,-1.0474166,-0.58928293
300.0,-1.7043203,-2.405865,-0.678973,1.3503784,0.41978523,-0.9885479,-0.13710739,-0.3350842,-1.754602,-1.1116465,-1.1338202,-1.5280907,-0.87377965,-1.793592,-1.4631641,0.10389577,-1.7039526,0.738665,0.55631846,-0.74563533,0.0019996879,-0.6428663,-1.5080873,-0.47622883,-1.6818433,-1.8228146,-2.2780902,-0.51205826,-0.47171634,-2.5302317,-1.8094263,-0.4968111,-1.9771514,-0.8366844,-0.08301179,-1.8057991,-0.6847675,-1.8119016,-0.31307155
302.0,1.2189573,1.3535831,-0.50679916,0.8933076,1.0876745,0.47828957,-0.62966794,-0.28444177,-2.1484442,-0.9314008,-0.7486249,-0.0065524285,0.11607446,-0.65843266,0.67859733,0.42476737,-0.5556708,-0.50673443,0.45336995,-0.7258761,-0.66797584,-0.6113434,-0.4916755,1.17271,-0.41757515,-0.7451316,-0.21562153,-0.1996567,1.0820608,-0.40374875,-0.859028,-0.22358379,-0.93511724,-1.8273475,1.2748356,0.15330383,0.22678755,-0.5017149,-0.24599092
304.0,2.060029,2.084807,-1.068959,0.9355875,1.0886935,1.6381837,0.6058799,0.3291316,0.31709337,-0.065362275,0.13273498,0.07485476,1.1446185,-0.41452459,1.2971307,0.7121522,-0.5939878,-0.033940557,0.9426747,-0.11210093,-0.8647215,0.34500623,-0.3448047,0.3914674,-0.8067383,0.46633834,1.1851219,0.3465037,0.94979095,-0.30614078,0.14038743,1.0625889,-0.312292,-0.9463182,-0.9318263,0.10473581,0.1433874,0.68797016,1.2896638
306.0,0.2968757,0.93833095,-0.9152973,2.1582434,2.3311865,1.8963811,0.6144063,-0.0003741446,-0.9220914,0.59897006,1.0218284,1.0485166,0.4916865,0.024423918,2.2258222,2.2926264,1.4147002,-1.3878238,-0.7824572,-1.7508627,-1.8876604,-1.5124394,1.74867,-0.5098342,-0.3380791,-1.2452871,-0.7218303,1.3630977,-0.15699333,0.5757326,-0.29907876,-2.1376734,-1.3185685,-0.8832292,-1.5831456,-0.95620704,-1.7906114,-0.079524145,-0.65600115
308.0,-0.69859916,-1.7559279,-0.47413096,0.1895091,1.2599717,-0.017707141,0.13400154,0.35575965,-0.5441232,0.21355584,0.1253241,1.0063359,-1.1036855,-0.14062518,1.0273865,0.5207747,1.8000728,-0.52197194,-1.5424049,-0.8836681,-0.9955014,-1.2595956,1.7012479,0.41818368,0.7343931,-0.1048774,0.008865486,-0.7178813,-0.038517978,0.78362966,0.02028363,-1.1304455,-0.43728235,0.7497688,0.6478539,0.28912184,0.124125525,-0.27578774,0.22598204
310.0,0.2189971,0.2456766,-0.24073735,-0.2742914,-0.954575,-1.0014836,-0.21751195,0.7218191,-0.34473962,-1.9723626,-0.6935993,-0.62465423,-1.6200299,-0.0013378201,-1.8201343,-2.6982744,0.81565464,0.1307876,-0.751244,0.39747125,0.1504734,-0.037757557,-0.103061385,-0.38139996,-0.016502626,0.3617852,-0.26984844,-1.2490935,-1.3632323,-0.38077685,-0.40832508,-0.57218844,-0.5695502,-0.87899584,0.2914048,0.10221013,0.2435966,-0.26232964,0.5579321
312.0,0.41331398,1.5387188,1.139182,-0.091378756,-1.3484318,-0.17174555,-1.1807563,0.3175384,-0.2579729,-0.5722461,-0.7785295,-0.18101569,-1.4226904,-0.3788078,-1.5637306,-1.0482929,-0.24338047,-0.0112443855,-0.18987863,0.29644895,0.43030357,0.12775694,-1.477103,-0.5814987,-0.74458647,-0.8652452,-1.5833827,-1.8718848,-1.1263556,-1.9854659,-0.87519854,-0.017329708,-0.57855123,-1.8402599,-0.6690268,-1.2987956,-0.6023601,0.9913615,-0.23169003
314.0,0.18388258,0.72571343,1.528908,-0.26904285,-1.548616,0.27579862,-0.9440984,0.5194505,-0.19584616,-0.4485783,0.20402724,0.08560216,-2.1236048,1.6817228,-0.31417575,-0.65415335,0.056938812,0.64060867,-0.66927326,1.1235603,0.5186983,0.2208563,-1.7954268,-0.63714284,-0.77389675,-1.1628757,-1.0169736,-0.311763,0.093847,-0.54887074,-0.6902066,0.06463632,-0.434908,-0.5957958,0.37345642,-1.341869,-0.5101513,0.108199455,0.58352596
316.0,-0.76572865,-1.2105693,-0.14404532,-1.0892072,-1.9344904,-1.7004818,-1.428277,-0.047556404,-3.345468,-0.20501919,-0.49276608,-0.3330538,-1.9151988,-0.3005242,-0.30967858,-0.41220507,-0.6438745,0.085128926,-0.53488606,0.08081099,0.27859995,-0.2995623,-2.1556003,-0.9715089,-1.1452262,-1.2555515,-1.1318525,-1.1571555,-0.645893,-1.4218526,-1.3790951,-0.7901192,-1.2903953,-0.933104,0.7657048,0.6570605,-0.25049543,0.87052464,0.2933939
318.0,-0.20386548,-0.59544986,-0.47421563,-0.32693478,-0.7329698,-0.17624561,-1.8504987,0.50807524,-2.5877228,0.18351527,0.57642543,0.79865766,-0.7353937,0.662961,0.9817576,0.49175066,0.87937367,-0.75926626,-0.58071536,-0.1670914,-0.6333187,-0.19093373,-0.05901151,0.008571062,0.17729342,-1.1656305,-0.71775156,-0.8846025,0.29211718,0.69400436,-1.108137,0.5194447,-0.651119,-0.53090584,0.38290808,0.18010584,0.5397148,-0.3640575,0.35470083
